SKU,Store,MAPE,Forecast,Test,Safety_Stock,Reorder_Point,Qty_to_Order,Runtime_sec
SKU_1399,United Kingdom,8.382,"[5.34028008718119, 5.275339852867237, 5.1923485221951236, 5.265388560265579]","[5.12, 5.12, 5.12, 7.0]",5,8,2,0.29
SKU_1399,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 46.0]",4,4,4,0.47
SKU_1400,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",3,3,3,0.26
SKU_1400,France,99.1,"[0.18937453723874684, 0.1977026670662978, 0.23035153872266054, 0.21605040643868748]","[0.0, 0.0, 0.0, 24.0]",4,5,5,0.29
SKU_1400,Germany,97.809,"[0.0, 0.0, 0.0, 0.3067360611136108]","[0.0, 0.0, 0.0, 14.0]",4,4,4,0.27
SKU_1400,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",2,2,2,0.28
SKU_1400,Norway,27.842,"[5.24, 5.3236302872032795, 6.526903695867726, 5.323766709285414]","[5.24, 5.24, 5.24, 36.0]",4,6,1,0.29
SKU_1400,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.2
SKU_1400,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",5,5,5,0.36
SKU_1400,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",2,2,2,0.3
SKU_1400,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",4,4,4,0.28
SKU_1400,United States,100.0,"[0.0, 0.0070968197484345226, 0.005683807293472327, 0.0]","[0.0, 0.0, 0.0, 22.0]",4,4,4,0.41
SKU_1401,Australia,99.307,"[0.24966033787196482, 0.24965679815738887, 0.24965189970261592, 0.24947207250065395]","[0.0, 0.0, 0.0, 36.0]",5,5,5,0.29
SKU_1401,Belgium,100.0,"[0.018387515255359553, 0.01839419666925339, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",4,4,4,0.24
SKU_1401,France,99.703,"[0.0, 0.0, 0.0, 0.026768556132898483]","[0.0, 0.0, 0.0, 9.0]",1,1,1,0.41
SKU_1401,Germany,100.0,"[0.017522704003667355, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",3,3,3,0.36
SKU_1401,Italy,0.14,"[27.261397335913774, 27.261611555872143, 27.26182852113457, 27.26204785737676]","[27.3, 27.3, 27.3, 27.3]",1,13,0,0.3
SKU_1401,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",4,4,4,5.94
SKU_1401,Norway,19.697,"[1.05, 1.05, 1.0160503722885337, 0.977812354702833]","[1.05, 1.05, 1.05, 4.0]",3,3,2,0.33
SKU_1401,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",5,5,5,0.18
SKU_1401,Spain,98.764,"[0.0, 0.06541838384730891, 0.269518267916411, 0.4451143317479681]","[0.0, 0.0, 0.0, 36.0]",4,4,4,0.09
SKU_1401,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",2,2,2,0.22
SKU_1401,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",2,2,2,0.24
SKU_1402,Australia,27.318,"[2.481508392860383, 2.4815380021388878, 2.481564164332743, 2.481289898967428]","[2.35, 2.35, 2.35, 33.0]",3,4,2,0.28
SKU_1402,Belgium,99.097,"[0.1485115582149905, 0.19593657106023793, 0.13366001470881095, 0.06323283967873973]","[0.0, 0.0, 0.0, 7.0]",7,7,7,0.41
SKU_1402,France,20.22,"[15.746261513014874, 14.25, 14.25, 14.084687770027593]","[35.0, 14.25, 14.25, 19.0]",3,9,0,0.23
SKU_1402,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",5,5,5,0.29
SKU_1402,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",4,4,4,0.47
SKU_1402,Netherlands,99.682,"[0.0, 0.0, 0.0, 0.009535370423969736]","[0.0, 0.0, 0.0, 3.0]",6,6,6,0.54
SKU_1402,Norway,99.998,"[0.0, 0.0006595405985502893, 0.0007012099661735898, 0.0007428810689886589]","[0.0, 0.0, 0.0, 37.0]",1,1,1,0.15
SKU_1402,Portugal,1.087,"[10.965966221964683, 10.966507376618242, 11.21, 11.21]","[11.21, 11.21, 11.21, 11.21]",4,9,0,0.26
SKU_1402,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",3,3,3,0.28
SKU_1402,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",2,2,2,0.29
SKU_1402,United Kingdom,99.793,"[0.28224181389285813, 0.013931987940281412, 0.01443915505889209, 0.014950650653480417]","[0.0, 0.0, 5.0, 12.0]",4,4,4,0.27
SKU_1402,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6,6,6,0.17
SKU_1403,Australia,28.794,"[5.06, 5.06, 6.46807602314124, 5.06]","[5.06, 5.06, 5.06, 40.0]",5,7,2,0.44
SKU_1403,France,99.788,"[0.0725552437484809, 0.2127422304539604, 0.2079602346973835, 0.06779932790870527]","[0.0, 0.0, 0.0, 32.0]",4,4,4,0.45
SKU_1403,Germany,99.432,"[0.0, 0.0, 0.046041211053834484, 0.11360965632209453]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.07
SKU_1403,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",6,6,6,0.23
SKU_1403,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.24
SKU_1403,Spain,25.977,"[3.165059012724256, 2.63, 2.63, 2.63]","[2.63, 2.63, 2.63, 16.0]",5,6,4,0.27
SKU_1403,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",6,6,6,0.31
SKU_1403,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",1,1,1,0.46
SKU_1403,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",5,5,5,0.22
SKU_1404,Australia,100.0,"[0.5344782483449941, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3,3,3,0.47
SKU_1404,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",6,6,6,0.18
SKU_1404,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",2,2,2,0.39
SKU_1404,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",2,2,2,0.4
SKU_1404,Italy,100.0,"[0.0, 0.3113762319522622, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",3,3,3,0.25
SKU_1404,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",3,3,3,0.25
SKU_1404,Norway,25.726,"[6.6044101626937035, 6.1511819193243324, 6.186610931625126, 6.46955269019685]","[6.7, 6.7, 6.7, 45.0]",5,8,1,0.26
SKU_1404,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",4,4,4,0.3
SKU_1404,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",1,1,1,0.48
SKU_1404,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",3,3,3,0.36
SKU_1404,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",5,5,5,0.27
SKU_1405,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",6,6,6,0.78
SKU_1405,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",6,6,6,0.2
SKU_1405,Germany,14.146,"[20.10101150488601, 20.10101008497424, 20.101008730062688, 20.235301293989465]","[20.3, 20.3, 20.3, 43.65]",2,10,0,0.24
SKU_1405,Netherlands,98.426,"[0.5041843353993481, 0.5741218577007278, 0.6473111470299545, 0.7239033953145582]","[0.0, 0.0, 0.0, 46.0]",2,2,2,0.16
SKU_1405,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",3,3,3,0.29
SKU_1405,Portugal,96.783,"[0.0, 0.15770033172566927, 0.8720537073085326, 1.5120358091209776]","[0.0, 0.0, 0.0, 47.0]",8,8,8,0.33
SKU_1405,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",4,4,4,0.25
SKU_1405,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",3,3,3,0.27
SKU_1405,United Kingdom,13.831,"[8.12, 7.923333844258804, 7.923308798421846, 7.923285803242569]","[8.12, 8.12, 8.12, 16.0]",3,7,0,0.28
SKU_1405,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",4,4,4,0.28
SKU_1406,Australia,22.526,"[4.5505863176710735, 4.550110321789024, 4.549659295082148, 4.5]","[4.5, 4.5, 4.5, 34.0]",3,5,0,0.23
SKU_1406,Belgium,22.896,"[1.6, 1.6, 1.544566175246912, 1.5445289539888778]","[1.6, 1.6, 1.6, 13.0]",5,6,4,0.27
SKU_1406,France,26.197,"[3.91, 3.6790804224969285, 3.5934282532374286, 3.5941440051975366]","[3.91, 3.91, 3.91, 39.0]",6,8,4,0.3
SKU_1406,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",4,4,4,0.28
SKU_1406,Italy,98.345,"[0.0, 0.0, 0.0, 0.5130945992123144]","[0.0, 0.0, 0.0, 31.0]",3,3,3,0.23
SKU_1406,Netherlands,100.0,"[0.3891736074565613, 0.0006929486064032422, 0.0, 0.0]","[0.0, 0.0, 0.0, 46.0]",7,7,7,0.21
SKU_1406,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.34
SKU_1406,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 46.0]",2,2,2,0.36
SKU_1406,United Kingdom,23.72,"[5.45, 5.99607570743381, 5.45, 5.45]","[5.45, 5.45, 5.45, 36.0]",3,6,0,0.27
SKU_1406,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",4,4,4,0.32
SKU_1407,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",5,5,5,0.3
SKU_1407,Belgium,22.551,"[6.116843073154616, 6.204803291480134, 6.4, 7.452189428352206]","[6.4, 6.4, 6.4, 43.150000000000006]",2,5,0,0.29
SKU_1407,France,100.0,"[0.030159945639366224, 0.04554407260464366, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",4,4,4,0.4
SKU_1407,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",5,5,5,0.22
SKU_1407,Italy,100.0,"[0.0, 1.6409639955734585, 2.6227593789047825, 0.0]","[0.0, 0.0, 0.0, 44.0]",5,6,6,0.34
SKU_1407,Netherlands,25.053,"[2.0909747740650397, 2.050764762139464, 2.134174676257137, 2.134196013245607]","[2.05, 2.05, 2.05, 36.0]",4,5,3,0.28
SKU_1407,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",10,10,10,0.19
SKU_1407,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",4,4,4,0.25
SKU_1407,Spain,100.0,"[0.0, 0.0, 0.28409098240467817, 0.0]","[0.0, 0.0, 0.0, 7.0]",2,3,3,0.29
SKU_1407,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",6,6,6,0.3
SKU_1407,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",4,4,4,0.24
SKU_1408,Australia,20.148,"[4.15, 4.15, 4.036144419600163, 3.9872049697365193]","[4.15, 4.15, 4.15, 18.0]",3,5,0,0.31
SKU_1408,Belgium,27.375,"[1.4081042313257097, 1.4239369369116204, 1.4274568115199506, 1.3007729366626861]","[1.24, 1.24, 6.0, 1.24]",5,5,4,0.35
SKU_1408,France,91.992,"[0.0, 0.03732422883328871, 0.8264787609267205, 1.8417964752172962]","[0.0, 0.0, 0.0, 23.0]",8,8,8,0.59
SKU_1408,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",4,4,4,0.48
SKU_1408,Italy,99.923,"[0.021963376838335217, 0.027909194706504225, 0.01857049168635993, 0.011588826121290155]","[0.0, 0.0, 0.0, 15.0]",6,6,6,0.3
SKU_1408,Netherlands,99.743,"[0.48386193642715425, 0.02842619793792218, 0.028323507609804375, 0.028227804042950562]","[0.0, 0.0, 0.0, 11.0]",3,3,3,0.24
SKU_1408,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",1,1,1,0.27
SKU_1408,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",2,2,2,0.31
SKU_1408,Sweden,29.445,"[5.295363901017777, 5.6647840148302215, 5.827870427128383, 5.683628646999518]","[4.78, 4.78, 4.78, 17.0]",6,9,4,0.34
SKU_1408,United Kingdom,29.349,"[2.3941659999153035, 2.790680021034437, 2.3949142005961277, 2.395291285538643]","[2.35, 2.35, 2.35, 46.550000000000004]",4,5,3,0.3
SKU_1408,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",2,2,2,0.22
SKU_1409,Australia,10.581,"[2.1868183959171574, 2.1868820797989925, 2.9490083833184118, 2.18728239864073]","[2.15, 2.15, 2.15, 2.15]",4,5,2,0.3
SKU_1409,Belgium,7.354,"[29.021169231879586, 29.021076107239207, 29.019210903710015, 29.017370851959463]","[41.0, 29.0, 29.0, 29.0]",2,15,0,0.27
SKU_1409,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 27.0]",3,3,3,0.28
SKU_1409,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",4,4,4,0.26
SKU_1409,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",1,1,1,0.28
SKU_1409,Netherlands,9.925,"[9.138611690631619, 9.033571486753907, 9.008645171990608, 9.079990004884401]","[9.2, 9.2, 9.2, 14.0]",3,7,0,0.3
SKU_1409,Norway,100.0,"[0.12417053722375782, 0.11188542728546717, 0.012073508757244698, 0.0]","[0.0, 0.0, 0.0, 32.0]",2,3,3,0.37
SKU_1409,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",1,1,1,0.22
SKU_1409,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",3,3,3,0.33
SKU_1409,Sweden,100.0,"[0.0, 0.1877128697922171, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",3,3,3,0.46
SKU_1409,United Kingdom,13.797,"[9.4, 9.317158860041182, 9.316671456191091, 9.316213200599458]","[9.4, 9.4, 9.4, 20.0]",3,7,0,0.33
SKU_1409,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",3,3,3,0.28
SKU_1410,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",4,4,4,0.28
SKU_1410,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",4,4,4,0.28
SKU_1410,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",1,1,1,0.28
SKU_1410,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",4,4,4,0.36
SKU_1410,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",2,2,2,0.22
SKU_1410,Netherlands,100.0,"[0.0, 0.0, 0.7630559852940402, 0.0]","[0.0, 0.0, 0.0, 34.0]",6,6,6,0.18
SKU_1410,Norway,100.0,"[0.04952878188408091, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.38
SKU_1410,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.25
SKU_1410,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",4,4,4,0.28
SKU_1410,United Kingdom,6.439,"[3.894950517493838, 3.9496247014412207, 3.838488693376341, 3.7357310380645163]","[4.12, 4.12, 4.12, 4.12]",5,6,2,0.28
SKU_1410,United States,2.325,"[2.9672328410808655, 2.976881627166128, 2.84, 2.84]","[2.84, 2.84, 2.84, 2.84]",5,6,3,0.27
SKU_1411,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",3,3,3,0.26
SKU_1411,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",4,4,4,0.3
SKU_1411,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.33
SKU_1411,Germany,100.0,"[0.0059032118584715285, 0.005901413106383342, 0.0059001660150533475, 0.0]","[0.0, 0.0, 0.0, 41.0]",4,4,4,0.32
SKU_1411,Italy,98.384,"[0.05964176033660855, 0.11621387536738254, 0.20666464999697715, 0.2262927185803459]","[0.0, 0.0, 0.0, 14.0]",8,8,8,0.31
SKU_1411,Netherlands,14.912,"[10.556035139205722, 9.548535727346872, 9.548535812172092, 9.42038405495579]","[9.07, 9.07, 9.07, 14.0]",3,7,0,0.27
SKU_1411,Norway,0.349,"[9.462345640456148, 9.4, 9.4, 9.46900113013758]","[9.4, 9.4, 9.4, 9.4]",5,9,0,0.28
SKU_1411,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",1,1,1,0.31
SKU_1411,Spain,99.997,"[0.001039904613174671, 0.001063426207712287, 0.0010869483549405666, 0.0011104710548724972]","[0.0, 0.0, 0.0, 34.0]",6,6,6,0.18
SKU_1411,Sweden,13.743,"[7.583920207244465, 7.608181673957396, 7.800103905594837, 7.865473349746353]","[7.5600000000000005, 7.5600000000000005, 7.5600000000000005, 16.0]",5,8,1,0.31
SKU_1411,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",2,2,2,8.71
SKU_1411,United States,100.0,"[0.006674958210696222, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",2,2,2,0.42
SKU_1412,Australia,100.0,"[0.0, 0.01111892931436087, 0.011118872926559671, 0.0]","[0.0, 0.0, 0.0, 40.0]",2,2,2,0.16
SKU_1412,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",6,6,6,0.21
SKU_1412,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",3,3,3,0.31
SKU_1412,Italy,6.855,"[2.09, 2.09, 2.103489424285352, 2.196819958215169]","[2.09, 2.09, 2.09, 3.0]",4,5,3,0.42
SKU_1412,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 60.0]",4,4,4,0.35
SKU_1412,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 46.0]",1,1,1,0.22
SKU_1412,Portugal,99.866,"[0.0, 0.0, 0.012237211584680904, 0.03207281480375492]","[0.0, 0.0, 0.0, 24.0]",2,2,2,0.3
SKU_1412,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",5,5,5,0.27
SKU_1412,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",8,8,8,0.18
SKU_1412,United Kingdom,97.373,"[0.0, 0.0, 0.0, 0.36773174945551934]","[0.0, 0.0, 0.0, 14.0]",5,6,6,0.3
SKU_1412,United States,99.996,"[0.0, 0.0, 0.0018442341581747042, 0.0018403581952724062]","[0.0, 0.0, 0.0, 43.0]",2,2,2,0.25
SKU_1413,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",5,5,5,0.3
SKU_1413,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 36.0]",5,5,5,0.25
SKU_1413,France,99.973,"[0.0, 0.0, 0.007273876511597817, 0.007585606009956842]","[0.0, 0.0, 0.0, 28.0]",0,0,0,0.31
SKU_1413,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",1,1,1,0.29
SKU_1413,Italy,99.915,"[0.029249407573945715, 0.0, 0.0, 0.04005339313448926]","[0.0, 0.0, 0.0, 47.0]",4,4,4,0.3
SKU_1413,Netherlands,99.826,"[0.04663292231129799, 0.032777010611603645, 0.0, 0.0470005778055093]","[0.0, 0.0, 0.0, 27.0]",3,3,3,0.22
SKU_1413,Norway,23.681,"[2.7412302898627487, 2.741219027729997, 2.7412081750028072, 2.77]","[2.77, 2.77, 2.77, 33.0]",4,6,3,0.29
SKU_1413,Portugal,99.989,"[0.0007804641247733281, 0.0008148261294602219, 0.0008409281479650503, 0.0008572408035864472]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.31
SKU_1413,Sweden,5.033,"[4.924628016035776, 4.796735791792665, 4.561736174868887, 4.558258737816425]","[4.96, 4.96, 4.96, 4.96]",5,7,2,0.23
SKU_1413,United Kingdom,25.63,"[1.35, 1.282984571761383, 1.218778977759231, 1.2164486441468803]","[1.35, 1.35, 1.35, 10.0]",3,3,2,0.33
SKU_1413,United States,98.563,"[0.0, 0.019446390858539414, 0.2871732860699674, 0.5173334691755799]","[0.0, 0.0, 0.0, 36.0]",7,7,7,0.09
SKU_1414,Belgium,100.0,"[0.0, 0.0, 0.4764519327954595, 0.0]","[0.0, 0.0, 0.0, 5.0]",4,4,4,0.22
SKU_1414,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",3,3,3,0.16
SKU_1414,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.31
SKU_1414,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",5,5,5,0.33
SKU_1414,Norway,100.0,"[0.033977962445045466, 0.06830636932854559, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",8,8,8,0.45
SKU_1414,Portugal,23.865,"[2.537496639564425, 2.5, 2.5, 2.5]","[2.5, 2.5, 2.5, 41.400000000000006]",3,4,2,0.26
SKU_1414,Spain,19.517,"[2.955709177112876, 2.06, 2.0300226227145175, 2.0060670693177904]","[2.06, 2.06, 2.06, 3.0]",5,6,4,0.24
SKU_1414,United Kingdom,8.998,"[7.174852655759948, 6.952805942982563, 6.929281557333615, 7.073726999954857]","[7.18, 7.18, 7.18, 10.0]",4,7,0,0.37
SKU_1414,United States,100.0,"[0.5133894838098504, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 10.0]",5,5,5,0.29
SKU_1415,Australia,17.505,"[3.1282936796390053, 3.0679229730322124, 3.0679229385076696, 3.0836054737790812]","[3.24, 3.24, 3.24, 7.0]",5,6,3,0.27
SKU_1415,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",0,0,0,0.26
SKU_1415,France,100.0,"[0.13246015834838926, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",4,4,4,0.55
SKU_1415,Germany,100.0,"[1.1207346958587832, 1.017804338707104, 0.34159480562313715, 0.0]","[0.0, 0.0, 0.0, 47.0]",5,6,6,0.09
SKU_1415,Italy,24.121,"[1.56, 1.56, 1.5591667138721867, 1.535120387683754]","[1.56, 1.56, 1.56, 43.0]",7,8,6,0.19
SKU_1415,Netherlands,98.214,"[0.75, 0.75, 0.75, 0.75]","[0.0, 0.0, 0.0, 42.0]",7,7,7,0.28
SKU_1415,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",1,1,1,0.42
SKU_1415,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",4,4,4,0.29
SKU_1415,Spain,99.767,"[0.015795638805874507, 0.015879012553355085, 0.10457920713777263, 0.09310820113567644]","[0.0, 0.0, 0.0, 40.0]",3,3,3,0.21
SKU_1415,Sweden,100.0,"[0.0, 0.019282767395314548, 0.02309116435997841, 0.0]","[0.0, 0.0, 0.0, 9.0]",5,5,5,0.43
SKU_1415,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",6,6,6,2.04
SKU_1415,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 32.0]",3,3,3,0.3
SKU_1416,Australia,12.893,"[11.162965650256123, 11.163188402258502, 11.163406936239223, 11.163621476231938]","[11.25, 11.25, 11.25, 22.0]",3,7,0,0.31
SKU_1416,Belgium,17.802,"[10.44672886101014, 10.382469358138305, 10.382984081211447, 10.590756470859311]","[10.1, 10.1, 10.1, 28.0]",4,9,0,0.28
SKU_1416,France,100.0,"[0.03034363276409886, 0.047989136286886, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",3,3,3,0.34
SKU_1416,Germany,99.95,"[0.0, 0.0, 0.0, 0.006940655884116765]","[0.0, 0.0, 0.0, 14.0]",3,3,3,0.33
SKU_1416,Italy,97.575,"[0.0, 0.15330654686180376, 0.4064869947248783, 0.4123281394884788]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.08
SKU_1416,Netherlands,99.416,"[0.0, 0.0, 0.0, 0.22183964987682164]","[0.0, 0.0, 0.0, 38.0]",4,4,4,0.34
SKU_1416,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 25.0]",3,3,3,0.3
SKU_1416,Portugal,96.195,"[0.0, 0.0, 0.0, 0.5327018735662082]","[0.0, 0.0, 0.0, 14.0]",4,4,4,0.31
SKU_1416,Spain,100.0,"[0.003357206499167931, 0.011512385313659076, 0.011613157012067483, 0.0]","[0.0, 0.0, 0.0, 42.0]",5,5,5,0.28
SKU_1416,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",6,6,6,0.36
